,MAIN_ID,ID_name,ID_HD,ID_HIP,ID_HR,ID_M,ID_NGC,ID_IC,ID_Ocl,RA_d,DEC_d,PMRA,PMDEC,PLX_VALUE,Distance_distance,Distance_unit,OTYPE_otypes,SP_TYPE,FLUX_R,FLUX_G,FLUX_B,FLUX_V
807,HD 225251,,HD 225251,HIP 370,,,,,,1.15943841242,-51.58333030631,9.14,14.075,3.0321,329.804,pc,*,K1III,,6.743237,8.4,7.14
808,HD 225208,,HD 225208,HIP 351,,,,,,1.10366707613,-47.06804327901,292.648,35.476,20.8798,47.893,pc,PM*,K0V,,9.557544,10.66,9.8
809,HD 225267,,HD 225267,,,,,,,1.19915527883,-46.59202938096,8.91,3.464,1.4616,684.182,pc,*,G8/K0,,9.762253,11.16,10.07
810,CD-50 14112,,,HIP 371,,,,,,1.16038465618,-50.03592126418,14.731,6.855,1.0731,972.373,pc,*,,10.573,10.545512,11.81,10.87
811,2MASX J00042763-3018316,,,,,,,,,1.1150379181,-30.30881813115,-0.1,-9.0,,,,G,,15.946,19.898613,17.306,14.55
812,2MASX J00044484-3048567,,,,,,,,,1.18690039816,-30.81582006633,-4.1,-4.6,,,,G,,16.227,20.79841,17.484,14.98
813,2MASX J00044648-3043107,,,,,,,,,1.19345573718,-30.71956267304,-7.1,-7.7,,,,G,,16.817,20.889252,17.809,15.82
814,2MASX J00044080-3055367,,,,,,,,,1.17017676836,-30.92697593837,8.1,6.3,,,,G,,16.072,20.335361,17.498,14.94
815,2dFGRS TGS358Z065,,,,,,,,,1.196635,-30.5175336,-0.5,3.4,,,,G,,16.743,,17.593,15.49
816,LEDA  143274,,,,,,,,,1.12616155123,-29.96355210208,5.1,1.6,,,,G,,15.32,19.339647,16.65,13.25
817,HD 225263A,,HD 225263A,,,,,,,1.1957461467275,-9.8647693064151,33.047,11.536,6.089,159.61,pc,*,,10.27,10.256715,11.25,10.47
818,HD 225220A,,HD 225220A,,,,,,,1.166994283,34.265128086,-17.2,-27.2,,,,*,,,,8.13,7.15
819,HD 225220B,,HD 225220B,,,,,,,1.167131729,34.264972511,-17.2,-27.2,,,,*,,,,8.93,7.97
820,HD 225290,,HD 225290,,,,,,,1.24860695786,47.0146499293,-58.276,62.664,12.4834,80.106,pc,PM*,G5,,8.835387,9.52,8.97
821,HD 225291B,,HD 225291B,,,,,,,1.23907245197,45.67480718507,18.376,-68.195,13.6563,73.226,pc,PM*,G5V,,9.509192,10.06,9.31
822,BD+44  4550C,,,HIP 421,,,,,,1.28368630014,45.22568327993,-27.911,-19.28,6.3606,157.218,pc,*,,,10.807991,10.95,10.53
823,HD      3,,HD 3,HIP 424,HR 1,,,,,1.29065945264,45.22903077561,-27.768,-20.062,6.3137,158.386,pc,*,A0Vn_lB,,6.681997,6.77,6.71
824,V* IX Cas,,,HIP 390,,,,,,1.21173582544,50.23487222893,-4.449,-2.089,0.1805,,,WV*,F7,,11.28945,12.04,11.36
825,HD 236292,,HD 236292,HIP 393,,,,,,1.2183608539,51.9825870381,22.888,5.501,2.8524,350.582,pc,*,K0,,8.949515,10.21,9.18
826,HD 225275,,HD 225275,HIP 397,,,,,,1.22534739729,52.2489334898,11.905,-3.111,2.5152,397.583,pc,*,A0,,8.706078,8.79,8.71
827,HD 236293,,HD 236293,HIP 405,,,,,,1.23950963847,51.18064354219,0.747,-2.771,1.0938,914.244,pc,*,K2,,7.793573,9.36,8.12
828,HD 240493,,HD 240493,HIP 401,,,,,,1.23420201164,56.05695498096,-1.931,-2.642,1.6957,589.727,pc,*,K5,,8.019514,10.27,8.61
829,HD 236294,,HD 236294,,,,,,,1.24337605306,54.76890544138,46.342,-12.883,5.2151,191.751,pc,*,K0,,8.786432,9.89,9.01
830,HD 236295,,HD 236295,,,,,,,1.25529698025,53.84167412377,16.496,-10.616,2.16,462.963,pc,*,K7,,8.130663,10.04,8.62
831,HD 225257,,HD 225257,HIP 398,,,,,,1.22906571322,58.53216770281,7.96,-2.273,2.3424,426.913,pc,**,B3V,,6.643769,6.7,6.7
832,HD 240494,,HD 240494,,,,,,,1.26322559393,57.91099560934,-5.463,-1.989,1.7163,582.649,pc,*,A5,,9.971658,10.54,10.1
833,HD 225274,,HD 225274,HIP 408,,,,,,1.24512526529,57.4687396779,21.861,-2.935,3.4697,288.209,pc,*,G9III,,7.966999,9.2,8.22
834,HD      2,,HD 2,,,,,,,1.27480406871,57.77033461076,33.695,73.868,9.3197,107.3,pc,PM*,F5,,8.077085,8.71,8.21
835,V* V567 Cas,,HD 225289,HIP 418,HR 9110,,,,,1.27562866883,61.31397009099,14.981,2.054,4.7337,211.251,pc,a2*,B6III,,5.775652,5.71,5.791
836,HD 225273,,HD 225273,HIP 402,,,,,,1.23489692925,64.78142044965,-8.236,4.958,8.1187,123.172,pc,*,F5,,8.032826,8.58,8.15
837,HD 225256,,HD 225256,,,,,,,1.2102878337,65.84154432983,-7.855,-2.995,2.6683,374.77,pc,*,A0,,8.283501,8.66,8.33
838,HD 225272,,HD 225272,,,,,,,1.25041002491,65.42493916114,97.342,22.31,5.2921,188.961,pc,SB*,G7,,6.927909,8.26,7.24
839,V* V399 Cep,,,HIP 386,,,NGC 7822 9,,,1.20393835009,68.18869485114,-1.372,-1.047,0.9304,1074.807,pc,Or*,B2,9.18,9.040498,9.88,9.25
840,HD      1,,HD 1,HIP 422,,,,,,1.28683560187,67.83999458374,7.48,-5.045,2.668,374.813,pc,SB*,G9-K0IIIa,,6.970038,8.7,7.42
841,HD 225255,,HD 225255,,,,,,,1.22116024788,70.80318060063,-14.962,-5.981,3.2178,310.771,pc,*,A0,,8.62479,8.87,8.66
842,HD     10,,HD 10,HIP 419,,,,,,1.27849872909,-42.56787349183,-64.447,-24.079,5.456,183.391,pc,PM*,G8/K0V,,8.755153,9.87,8.97
843,HD     22,,HD 22,HIP 427,,,,,,1.29159116553,-43.85082923846,45.219,1.84,2.6941,371.181,pc,*,K1III,,8.436743,9.84,8.69
844,HD 225297,,HD 225297,HIP 413,,,,,,1.26097373578,-36.01511979954,210.071,63.075,19.6218,50.964,pc,PM*,G0V,,7.611795,8.28,7.74
845,HD 225283,,HD 225283,HIP 396,,,,,,1.22460919433,-31.99665452429,0.918,-21.548,2.8798,347.246,pc,*,K2III,,7.422628,9.09,7.82
846,HD 225284,,HD 225284,,,,,,,1.2192865624558,-32.4898366651331,83.069,10.82,8.621,115.996,pc,PM*,K0III,,8.489989,9.26,8.59
847,HD     21,,HD 21,HIP 430,,,,,,1.29275890534,-32.46867247831,-63.844,-66.306,5.6173,178.021,pc,PM*,K1III,,6.808736,8.22,7.1
848,LEDA  132745,,,,,,,,,1.2493419384,-31.78355509369,-3.9,-3.0,,,,EmG,,15.251,21.290697,15.933,12.67
849,HD 225264,,HD 225264,HIP 389,,,,,,1.21176534907,-29.63303912805,19.342,2.916,4.2978,226.871,pc,SB*,A0IV,,8.293102,8.28,8.28
850,HD 225282,,HD 225282,HIP 395,,,,,,1.22221396651,-30.2566068984,18.334,2.789,4.2341,234.093,pc,*,A0IV/V,,8.307897,8.34,8.29
851,ESO 409-13,,,,,,,,,1.2488403561,-30.50572859987,2.6,1.1,,,,Sy1,,13.62,19.367655,15.0,10.39
852,2dFGRS TGS358Z059,,,,,,,,,1.28273111553,-30.3863229164,0.4,-0.7,,,,G,,15.521,20.902445,16.394,13.15
853,HD      9,,HD 9,,,,,,,1.28160773509,-20.61290705877,17.938,7.063,2.0589,485.696,pc,*,K2III,,9.071073,10.6,9.37
854,HD 225281,,HD 225281,,,,,,,1.21966583761,-19.41179791103,-24.261,12.762,8.4179,118.794,pc,*,G0V,,9.016838,9.768,9.398
855,HD 225280,,HD 225280,HIP 403,,,,,,1.2371577131,-18.17873224846,-18.201,-94.093,11.5109,85.722,pc,PM*,G3V,,8.851476,9.673,9.01
856,HD 225279,,HD 225279,,,,,,,1.22624715171,-16.8545892719,127.094,-39.529,8.4105,118.899,pc,PM*,G8IV/V,,7.306919,8.41,7.55
857,HD 225278,,HD 225278,,,,,,,1.2357899461,-7.27669627007,8.485,-1.782,1.1523,867.83,pc,*,K0,,8.816185,10.49,9.21
858,HD      8,,HD 8,,,,,,,1.29055387174,-4.03465260994,18.819,0.924,4.2131,237.355,pc,*,F8V,,9.750293,10.44,9.83
859,HD 225296,,HD 225296,,,,,,,1.2611181609,-4.97125324124,36.002,-18.043,3.9206,256.553,pc,*,G0,,9.993761,10.51,10.141
860,HD      6,,HD 6,HIP 417,HR 2,,,,,1.26592812798,-0.50303572678,45.245,-53.594,6.9277,144.348,pc,PM*,K0III,,6.025777,7.39,6.298
861,HD 225295,,HD 225295,,,,,,,1.28,-1.55,,,,,,*,K0,,,11.4,10.2
862,HD      7,,HD 7,,,,,,,1.2940051805,-1.85364644825,18.583,-10.134,2.0472,488.472,pc,SB*,G8/K0III,,8.789412,10.08,9.08
863,HD      5,,HD 5,HIP 429,,,,,,1.29242976948,2.39721009183,42.352,-41.47,11.2873,88.595,pc,PM*,G2/3V,,8.557081,9.31,8.69
864,HD 225294,,HD 225294,HIP 416,,,,,,1.2646666623,1.03770870576,109.41,-49.305,8.9239,112.059,pc,PM*,G5,,8.663323,9.55,8.83
865,2MASX J00044891+0057039,,,,,,,,,1.2039468354,0.95115322662,,,,,,BiC,,,21.32947,17.3,15.9
866,HD 225262,,HD 225262,HIP 388,,,,,,1.21023395703,6.41665319383,-9.927,-11.642,4.0162,248.992,pc,*,A3,,9.079598,9.49,9.15
867,HD 225293,,HD 225293,HIP 415,,,,,,1.26382409605,9.27996006052,10.612,-28.052,7.291,137.155,pc,*,F2,,8.844407,9.34,8.94
868,HD 225277,,HD 225277,,,,,,,1.23964615673,18.42157559773,52.935,-69.98,9.4184,106.175,pc,PM*,K0,,8.468758,9.7,8.72
869,HD 225292,,HD 225292,HIP 410,,,,,,1.25493369695,27.67479083913,85.692,-8.656,7.1975,138.937,pc,SB*,G8II,,6.216911,7.419,6.462
870,HD 225276,,HD 225276,HIP 399,HR 9109,,,,,1.23332918145,26.64877089024,111.925,-15.396,5.9632,167.695,pc,PM*,K4IIIb,6.04,5.802541,7.65,6.25
871,BD+25  5069,,,HIP 406,,,,,,1.24398670434,26.72526463851,22.679,3.298,1.5432,648.004,pc,V*,M0,,7.645136,10.18,8.65
872,BD+29  5059B,,HD 4B,HIP 426,,,,,,1.29164383082,30.33122461875,-38.074,-34.429,6.676,149.79,pc,PM*,F0,,9.295209,9.73,9.35
873,HD      4,,HD 4,HIP 423,,,,,,1.28847210239,30.32903013715,-36.824,-32.217,6.6244,150.957,pc,PM*,F0,,7.701946,8.17,7.77
874,HD 225260,,HD 225260,HIP 392,,,,,,1.2167136852717,30.0858507318781,68.75,-31.376,9.7918,102.126,pc,**,F5,8.65,8.0062,8.62,8.3
875,BD+32  4763,,,HIP 411,,,,,,1.25663158749,33.36001155504,-0.333,-0.089,1.204,830.565,pc,SB*,K5,,9.287848,11.21,9.74
876,HD 225239,,HD 225239,HIP 394,HR 9107,,,,,1.223852864347,34.6596670094515,795.983,121.538,28.2831,35.3568,pc,SB*,G3,5.56,5.929922,6.74,6.11
877,HD 225259,,HD 225259,HIP 387,,,,,,1.20812973577,38.78621432994,-3.618,-4.033,0.8858,1128.923,pc,*,F2,,8.325065,9.02,8.48
878,HD 225258,,HD 225258,HIP 391,,,,,,1.21165481,43.97071983,-90.5,-29.06,6.1,,,**,G0,8.72,,9.13,8.91
879,HD     13,,HD 13,,,,,,,1.25798140924,-79.95945735886,28.242,-5.999,1.9722,507.048,pc,*,K0III,,9.184619,10.62,9.5
880,HD 225288,,HD 225288,,,,,,,1.20063996109,-78.56556879786,8.398,-0.347,1.424,702.247,pc,*,K1/2(III),,9.189307,10.76,9.55
881,HD 225300,,HD 225300,HIP 409,,,,,,1.24609887618,-70.49248202819,1.358,-27.057,9.3872,107.049,pc,*,F5V,,8.297166,9.644,9.136
882,HD 225299,,HD 225299,HIP 407,,,,,,1.24465351454,-70.21244196387,52.627,-96.448,22.5818,44.174,pc,PM*,G5V,,7.968244,8.8,8.12
883,HD 225286,,HD 225286,,,,,,,1.20123176008,-68.55776731691,2.585,-13.902,1.5691,649.958,pc,SB*,G8/K1,,9.790854,11.074,10.09
884,HD     24,,HD 24,HIP 425,,,,,,1.2908120877,-62.8452206826,62.547,20.815,13.993,71.464,pc,SB*,G0V,,7.998781,8.737,8.14
885,HD     11,,HD 11,,,,,,,1.26053089403,-59.71420259611,43.413,17.898,6.0724,166.465,pc,*,G5,,9.556267,10.483,9.812
886,HD     12,,HD 12,HIP 414,,,,,,1.26224364865,-59.82812071398,-0.907,-6.489,2.2409,446.249,pc,*,G6III,,8.407099,9.55,8.65
887,HD 225285,,HD 225285,,,,,,,1.21275480012,-53.34964871081,85.558,26.206,6.4202,158.778,pc,PM*,F3/5V,9.31,9.452311,10.082,9.828
888,HD     23,,HD 23,HIP 420,,,,,,1.28122957339,-52.1517389195,-110.73,-129.856,23.6517,42.277,pc,PM*,G0V,,7.402707,8.11,7.52
889,HD 225298,,HD 225298,,,,,,,1.24406727865,-47.75021603851,29.568,-91.932,6.8192,145.598,pc,PM*,F7/8V(+A/F),,9.463385,10.15,9.56
890,2MASX J00045521-3026307,,,,,,,,,1.23000428585,-30.44193080671,0.4,0.8,,,,G,,16.412,21.030119,17.619,15.68
891,LEDA  143281,,,,,,,,,1.20347798948,-30.35433325484,1.9,-3.0,,,,G,,16.064,19.842745,17.529,14.75
892,2MASX J00045743-3053557,,,,,,,,,1.23919453359,-30.8987703056,-5.6,7.2,,,,G,,16.625,20.964643,17.787,15.61
893,2MASX J00045358-3125297,,,,,,,,,1.22338610931,-31.42495858672,15.2,-1.9,,,,G,,16.199,19.766756,17.55,15.08
894,HD 225260A,,HD 225260A,,,,,,,1.216703767,30.085852431,66.2,-32.9,,,,PM*,,,,8.6,8.17
895,HD 225260B,,HD 225260B,,,,,,,1.216866779,30.085985639,66.2,-32.9,,,,PM*,,,,10.3,9.57
896,HD 225257B,,HD 225257B,,,,,,,1.22725805573,58.53267592101,8.237,-1.899,2.334,428.449,pc,*,B6V,,9.39546,9.4,9.28
897,HD 225258B,,HD 225258B,,,,,,,1.21147923933,43.97122595786,-90.469,-24.91,8.0288,124.552,pc,PM*,,,9.206116,9.82,9.29
898,HD 225291A,,HD 225291A,,,,,,,1.23968046132,45.6737925276658,18.27,-65.51,13.6393,73.3175,pc,PM*,F6V,,7.438472,8.1,7.58
899,HD 225271,,HD 225271,HIP 412,,,,,,1.25782097201,66.51677714194,51.126,2.263,7.1395,140.066,pc,PM*,F5,8.94,8.622691,9.3,8.97
900,HD 225258A,,HD 225258A,,,,,,,1.2116475658,43.97071840253,-92.724,-29.41,8.0148,124.769,pc,PM*,,,8.569127,8.99,8.64
901,HD     37,,HD 37,,,,,,,1.37459133754,50.52080984612,6.185,-1.498,2.6972,370.755,pc,*,K0,,7.646804,8.93,7.91
902,HD     25,,HD 25,,,,,,,1.34314778527,49.76991657758,-28.85,-65.738,13.017,76.823,pc,PM*,F0,,7.497792,7.97,7.59
903,HD     15,,HD 15,HIP 437,,,,,,1.32449923152,48.47717218847,-5.705,-11.21,2.9078,343.903,pc,V*,G5,,8.050094,9.28,8.29
904,HD 236296,,HD 236296,,,,,,,1.33372045181,52.84569439117,-16.321,-5.636,1.5857,630.636,pc,*,K5,,9.481066,11.04,9.84
905,HD 236297,,HD 236297,,,,,,,1.37735535617,52.84677567482,-7.8,5.2,,,,**,F8,,10.41115,10.71,10.18
906,HD     58,,HD 58,HIP 466,,,,,,1.39554326028,53.17169470929,15.971,-0.951,2.3067,433.52,pc,*,K0,,6.90938,8.42,7.22
907,HD 236298,,HD 236298,,,,,,,1.39956111969,55.26965946008,8.505,-4.115,2.4636,405.91,pc,*,,,9.393804,9.44,9.45
908,HD 240495,,HD 240495,,,,,,,1.30396296962,58.19804965537,-4.933,-6.493,2.1183,472.077,pc,*,A0,,9.1595,9.3,9.22
909,HD     36,,HD 36,,,,,,,1.37039982952,57.28863722838,3.386,-1.718,1.9332,517.277,pc,*,A2,,8.9648,8.99,8.97
910,HD     14,,HD 14,HIP 440,,,,,,1.33301772565,68.88443158738,36.719,9.133,5.6327,177.535,pc,*,B9,,7.069244,7.06,7.06
911,BD+75   907,,,HIP 465,,,,,,1.39102622902,76.28581692734,9.933,-3.807,1.7007,587.993,pc,*,K2,,8.164759,10.39,8.73
912,HIP 455,,,HIP 455,,,,,,1.3646295812,76.2915558806,-11.44,-2.69,14.47,,,*,,11.571,11.75584,13.413,11.837
913,HD     57,,HD 57,,,,,,,1.38221070294,78.95106727896,14.821,-2.013,2.9501,338.972,pc,*,A2,,8.58404,8.82,8.59
914,V* BH Phe,,HD 66,HIP 457,,,,,,1.36674535922,-42.88738579838,-13.857,-1.612,1.9869,503.297,pc,LP*,M3III,,6.214968,9.029,7.532
915,HD 225213,,HD 225213,HIP 439,,,,,,1.3517851465738,-37.357363314307,5633.438,-2334.721,230.097,4.3459,pc,Er*,M2V,7.589,7.682494,10.022,8.562
916,HD     65,,HD 65,HIP 456,,,,,,1.36557625011,-37.30253581943,47.178,2.339,4.6467,215.206,pc,*,K0III,,7.47428,8.91,7.78
917,HD     32,,HD 32,HIP 441,,,,,,1.33319623487,-38.8571547581,77.672,31.595,5.3849,185.704,pc,PM*,G8III/IV,,6.686776,7.88,6.93
918,HD     76,,HD 76,HIP 463,,,,,,1.38325024393,-35.1297362569,-2.741,-3.783,1.7776,562.556,pc,*,G8III/IV,,9.183699,10.45,9.4
919,HD     77,,HD 77,,,,,,,1.38467364622,-35.501795808,-15.698,-15.358,7.6786,130.232,pc,*,G5V,,9.320063,10.21,9.5
920,HD     52,,HD 52,HIP 449,,,,,,1.34482035651,-33.49935878196,27.234,22.651,8.5399,117.097,pc,*,G8IV,,8.985791,9.93,9.15
921,HD     51,,HD 51,,,,,,,1.34354241617,-32.41685686683,-38.478,-47.969,9.8707,101.31,pc,PM*,F7/8V,,9.05851,9.72,9.15
922,HD     64,,HD 64,,,,,,,1.3653625703,-33.3744654192,2.644,7.586,3.0923,323.384,pc,*,F2/3V,,10.247077,10.74,10.38
923,HD     50,,HD 50,,,,,,,1.36148525899,-30.29013016802,18.844,2.328,4.2349,244.888,pc,SB*,A9V,,9.667696,9.99,9.68
924,ESO 409-14,,,,,,,,,1.3802590522,-30.58658803865,-1.094,0.357,,,,Sy1,,14.1,18.291334,15.28,11.28
925,DUGRS 409-061,,,,,,,,,1.36625873811,-28.87724460943,-0.9,-4.8,,,,G,,15.742,19.366894,,14.11
926,2dFGRS TGS359Z177,,,,,,,,,1.34422174414,-30.56356156211,2.3,-2.9,,,,G,,14.936,19.159575,16.142,12.47
927,LEDA  132723,,,,,,,,,1.32107259031,-30.43305849089,-3.3,-21.3,,,,EmG,,,21.382679,16.3,12.86
928,2dFGRS TGS358Z047,,,,,,,,,1.38133222727,-30.37443289481,-2.6,-0.3,,,,LSB,,15.109,21.516941,16.014,12.48
929,HD     20,,HD 20,HIP 434,,,,,,1.31385112127,-27.27170558107,132.529,-40.008,1.9981,500.475,pc,Pe*,F2V,8.865,8.858501,9.65,9.4
930,HD     19,,HD 19,,,,,,,1.30015190166,-20.71678214564,6.734,-9.772,2.7973,357.488,pc,*,F5/6V,,9.792824,10.45,9.95
931,HD     30,,HD 30,,,,,,,1.32156082055,-20.71317775352,8.791,15.818,4.187,238.834,pc,*,F2V,,9.718934,10.32,9.89
932,HD     31,,HD 31,HIP 442,,,,,,1.33341072789,-21.31533995999,-19.591,-15.349,3.3452,298.936,pc,*,B9V,,8.367516,8.32,8.38
933,HD     49,,HD 49,,,,,,,1.3659362,-18.5911308,2.3,8.8,,,,**,G3V,,,10.54,10.02
934,HD     48,,HD 48,HIP 454,,,,,,1.36007587913,-14.42218903366,10.782,-40.32,4.6758,213.867,pc,*,K0III,,7.136458,8.39,7.39
935,HD     47,,HD 47,,,,,,,1.36500077749,-11.84136314267,44.167,-11.119,4.6127,216.793,pc,*,K1IV/V,,8.973575,10.23,9.2
936,HD     63,,HD 63,HIP 462,,,,,,1.37984284586,-9.61745750968,85.703,-75.914,20.1669,49.586,pc,PM*,F6V,,7.020907,7.58,7.13
937,HD     75,,HD 75,,,,,,,1.39906313951,-9.42751967232,-24.017,-34.119,7.601,131.562,pc,*,F7V,,9.079012,9.74,9.25
938,HD     29,,HD 29,,,,,,,1.34012884744,-9.83373934998,-6.223,-5.563,1.5001,666.622,pc,*,K3(III),,9.043991,10.87,9.48
939,*  33 Psc,,HD 28,HIP 443,HR 3,,,,,1.33392154985,-5.7076199163392,-11.985,89.314,23.5152,42.5257,pc,RS*,K0III-IV,3.83,4.318301,5.65,4.61
940,HD     62,,HD 62,HIP 458,,,,,,1.36767629696,-7.66541752909,20.218,-36.956,3.7201,268.81,pc,*,K3III,,6.447467,8.4,6.96
941,HD     46,,HD 46,HIP 453,,,,,,1.35610661,-3.8516737107,-5.39,-32.261,3.8082,262.591,pc,*,K0III,,7.301453,8.62,7.56
942,HD     44,,HD 44,,,,,,,1.37617971943,-0.78707434962,64.716,19.254,6.702,149.209,pc,PM*,G5(V),,10.343428,11.3,10.6
943,HD     45,,HD 45,,,,,,,1.35354481489,-1.4402146144,-34.805,-31.06,3.8209,261.718,pc,*,F5V,,9.287495,9.88,9.37
944,HD     27,,HD 27,HIP 438,,,,,,1.32698161185,-1.79407355351,57.697,11.575,2.9971,333.656,pc,PM*,G8III,,7.679292,8.93,7.93
945,HD     61,,HD 61,,,,,,,1.37656367619,-1.8202197934,4.209,-20.348,3.3853,295.395,pc,*,K0III,,7.994464,9.39,8.31
946,HD     18,,HD 18,HIP 433,,,,,,1.31188097709,3.00740783121,-11.253,3.936,1.8179,550.085,pc,*,G8/K0(III),,9.212626,10.51,9.44
947,HD     43,,HD 43,HIP 448,,,,,,1.34264568362,3.6060840976,-21.567,2.188,5.4887,182.193,pc,*,K0III,,6.621012,8.03,6.89
948,HD     26,,HD 26,HIP 447,,,,,,1.3425299549,8.78780426473,262.398,-55.003,3.2044,312.071,pc,SB*,C-H1.5,7.49,7.977885,9.29,8.25
949,HD     41,,HD 41,,,,,,,1.34113871366,16.35177681822,32.514,-29.455,4.4292,225.774,pc,*,G,,8.716005,9.31,8.982
950,HD     42,,HD 42,HIP 451,,,,,,1.35124373255,16.32900507305,32.319,-29.785,4.4072,226.901,pc,*,G0,,8.530896,9.07,8.77
951,HD     60,,HD 60,,,,,,,1.38040019656,17.10058260022,-14.554,-1.998,2.618,381.971,pc,*,K0,,8.529048,9.84,8.79
952,BD+20  5427,,,HIP 452,,,,,,1.35576194811,21.56940418579,39.487,0.681,3.0526,327.59,pc,*,F8,,9.708624,10.48,9.91
953,BD+27  4673,,,HIP 450,,,,,,1.3499377733,28.54372509414,-3.54,-10.934,2.4685,405.104,pc,*,K7,,8.655005,10.17,8.97
954,HD     16,,HD 16,HIP 431,,,,,,1.30207253417,36.30367240379,29.359,-3.62,4.7666,209.793,pc,*,F5.5III-IV,,7.979652,8.56,8.09
955,HD     17,,HD 17,HIP 432,,,,,,1.30418807327,35.57101302869,3.063,-37.209,10.3869,96.275,pc,*,A2,,6.872339,7.035,6.866
956,HD     39,,HD 39,HIP 461,,,,,,1.37106842328,34.10570574936,-27.18,32.814,10.3759,96.377,pc,**,F8,,7.73982,8.34,7.83
957,HD     69,,HD 69,HIP 446,,,,,,1.34279201783,-79.25375492359,23.925,66.574,5.6054,178.399,pc,PM*,K0III,,7.396948,8.82,7.73
958,HD     81,,HD 81,,,,,,,1.37144574602,-71.76012109891,2.413,12.977,1.9281,531.942,pc,*,A3/5II/III,,10.520036,10.96,10.55
959,HD     55,,HD 55,HIP 436,,,,,,1.3237024640217,-67.8325898209356,-116.618,-560.588,61.0064,16.377,pc,PM*,K4.5V,7.838,8.09102,9.569,8.485
960,HD     68,,HD 68,,,,,,,1.36273041918,-67.95973121181,26.052,3.075,4.0622,242.666,pc,*,K3III,,6.667384,8.35,7.07
961,HD     35,,HD 35,,,,,,,1.30037985439,-65.35022614878,-9.423,3.383,3.0373,329.24,pc,V*,K2III,,8.533484,10.07,8.89
962,HD     54,,HD 54,HIP 444,,,,,,1.33681500958,-59.81450644028,45.15,-8.182,1.9064,524.549,pc,*,K2III,,8.429867,9.95,8.78
963,HD     67,,HD 67,HIP 459,,,,,,1.36855015525,-61.22585393033,82.558,-78.057,17.4316,57.367,pc,PM*,G5V,,8.657252,9.47,8.8
964,HD     80,,HD 80,HIP 468,,,,,,1.39898394658,-61.30987105156,4.347,9.84,4.546,219.974,pc,*,K0III,,7.108544,8.38,7.36
965,HD     53,,HD 53,HIP 445,,,,,,1.34027277021,-56.95565075677,33.365,-11.459,9.0322,110.715,pc,*,A1Vs,,7.408405,7.6,7.41
966,HD     34,,HD 34,HIP 435,,,,,,1.31375168265,-49.14214677941,47.475,28.015,8.7762,113.945,pc,PM*,F3/5V,,9.19056,9.74,9.3
967,HD     78,,HD 78,HIP 467,,,,,,1.39670217489,-47.56935169948,75.661,-13.494,5.3347,182.108,pc,PM*,G5V,,9.53206,10.422,9.65
968,HD     33,,HD 33,,,,,,,1.3087017,-45.7842436,-4.23,42.516,7.96,,,*,F7/8V,,9.683,10.38,9.81
969,2MASX J00051848-2856014,,,,,,,,,1.32709883912,-28.93377809407,1.8,-3.6,,,,G,,16.374,19.629694,17.821,15.53
970,LEDA  739828,,,,,,,,,1.36544527772,-28.590706543,-0.7,-6.2,,,,AG?,,16.273,20.817137,17.305,15.0
971,2dFGRS TGS358Z052,,,,,,,,,1.32476306189,-30.74464523722,-7.1,-5.1,,,,G,,16.783,20.976856,17.916,15.95
972,2MASS J00052690-3034328,,,,,,,,,1.36208962086,-30.5758636696,1.7,-0.5,,,,G,,,20.692158,,15.37
