MAIN_ID,ID_name,ID_M,ID_NGC,ID_IC,ID_Ocl,RA_d,DEC_d,PLX_VALUE,OTYPE_otypes,FLUX_V
LEDA   14028,,,,,,58.2372968416,-45.23106996991,,Sy2,15.17
2MASX J03524562-4513140,,,,,,58.19018719062,-45.22048739444,,G,15.18
RCW  36,,,,,,134.7537,-43.7361,,HII,15.2
GSF  12,,,,,,56.442,-46.293,,G,15.18
ESO 121-28,,,,,,95.93982840151,-60.97899538273,,Sy2,15.2
LHA 120-S 146,,,,,,70.7581192192,-70.56812721939,,EmG,15.18
PN Pe  2-7,,,,,,160.33162,-56.1545,,PN,15.2
[MA93]  199,,,,,,11.9862,-73.1011,,Em*,15.2
HW 40,,,,,,15.10462,-71.2955,,Cl*,15.18
WRAY 16-107,,,,,,182.2925290439399,-58.71035676898,0.038,PN,15.2
PN Th  2-B,,,,,,202.161912,-63.829544,,PN,15.2
NAME Tuc Galaxy,NAME Tucana dSph,,,,,340.4567,-64.4194,,G,15.2
2MASX J20400124-6120005,,,,,,310.00549904013,-61.33339886672,,BiC,15.16
ESO 141-57,,,,,,290.848662,-60.474961,,EmG,15.16
WRAY 16-182,,,,,,231.3860627633032,-52.8438729295804,,PN,15.2
LEDA   89057,,,,,,294.51831653895,-51.16371914434,,Sy1,15.2
Shk 322-6,,,,,,,,,GiG,15.18
LEDA  172903,,,,,,11.88947766379,-28.26323386735,,G,15.16
2MASX J00021378-2853430,,,,,,0.55745,-28.895281,,G,15.17
2MASX J00041280-2904455,,,,,,1.05350712723,-29.07923141781,,G,15.16
2MASX J00012723-3027508,,,,,,0.3634044531,-30.46409280065,,G,15.16
2MASX J00032500-3040392,,,,,,0.85429381061,-30.6775930905,,G,15.19
2MASX J00060738-3022171,,,,,,1.530754,-30.371422,,G,15.2
2MASX J00093431-3031575,,,,,,2.39284906953,-30.53278044483,,G,15.17
2MASS J05144786-7210339,,,,,,78.699457,-72.176109,,EmG,15.187
LEDA  596536,,,,,,186.5470127300199,-39.57979762007,,Sy1,15.17
HE 0226-4110,,,,,,37.06349653384,-40.95410073562,0.0346,Sy1,15.2
6dFGS gJ111051.6-254459,,,,,,167.71483,-25.74961,,AG?,15.17
NAME Segue 2,NAME Segue 2,,,,,34.8167,20.1753,,G,15.2
GSC 06883-00545,,,,,,288.8444648,-26.5038275,,CV*,15.18
UCAC4 441-054010,,,,,,174.3939736,-1.838847,,PM*,15.19
TYC 4162-69-1,,,,,,189.40818824171,62.27519781701,5.5544,*,15.188
FIRST J171223.2+640158,,,,,,258.09649511278,64.03252633223,,rG,15.2
NAME NGC 1569 CL* A,NAME NGC 1569 CL* A,,,,,67.7008,64.8497,,Cl*,15.22
Mrk  205,,,,,,185.43363504162,75.31062250173,,Sy1,15.24
NGC  1410,,,NGC 1410,,,55.2946,-1.2986,,Sy2,15.22
LEDA  132310,,,,,,69.905403102,-37.085274233,,Sy2,15.22
V* OV Ori,,,,,,83.96983884143,-5.21640005798,2.5824,Or*,15.239
V* MN Ori,,,,,,83.81582945932,-5.5534408437,2.4934,TT*,15.216
V* V899 Ori,,,,,,85.10525344077,-6.26246618951,,Or*,15.24
2MASX J08562925+2940042,,,,,,134.1218380848,29.66773185768,,LIN,15.21
LEDA 1865432,,,,,,133.05356595052,29.41082544883,,G,15.24
ESO 242-21,,,,,,9.61681844087,-43.6465709202,3.3813,G,15.22
2MASX J23324189-3734326,,,,,,353.174563,-37.575725,,G,15.24
LEDA    3525,,,,,,14.73271535079,-28.32490481082,,EmG,15.21
LEDA    3033,,,,,,12.95503094577,-27.0709982605,,G,15.24
LEDA  190575,,,,,,327.78876580948,-15.63606619243,,EmG,15.243868
MCG-02-02-088,,,,,,10.467347072534,-9.5041215349811,,GiC,15.22
MCG+00-03-036,,,,,,14.1624623452676,-1.2950974523463,,EmG,15.23237
IC  123,,,,IC 123,,22.21445541909,2.44643657481,,Sy2,15.21
Z 406-67,,,,,,349.890779,9.494878,,G,15.22
Mrk  309,,,,,,343.14463419847,24.73038939712,0.6604,AGN,15.22
Mrk  358,,,,,,21.63994047242,31.61631108504,0.5208,Sy1,15.23
Mrk 1179,,,,,,38.34315735458,27.9370450194,,Sy1,15.23
AP J00432560+4115370,,,,,,10.85666831776,41.26030436239,,GlC,15.217
NAME Mayall IV,NAME Mayall IV,,,,,10.8243970288,39.82029914299,,GlC,15.219
AP J00452504+4106221,,,,,,11.35432631729,41.10614242158,,GlC,15.21
Z 153-33,,,,,,153.795592,28.848364,,AG?,15.23
NVSS J102724+011430,,,,,,156.85424131021,1.2417730478,,rG,15.24
2MASX J10402908+2853103,,,,,,160.12108598945,28.88613699625,,LIN,15.23
LP  610-41,,,,,,159.0676430013721,-0.1785815222453,30.8118,PM*,15.23
2MASX J10363551-2728122,,,,,,159.147915673,-27.47012972492,,GiC,15.23
2dFGRS TGN296Z154,,,,,,161.56477060714,-1.7202270538,,rG,15.21
AM 1043-285,,,,,,161.51567779955,-29.26481358155,,EmG,15.23
2MASX J11071285+2846539,,,,,,166.803451,28.781808,,GiG,15.21
LEDA   94156,,,,,,168.96264861285,29.07826801495,,G,15.22
UCAC4 450-051233,,,,,,170.08195756764,-0.19056445332,1.9659,*,15.209
UCAC4 449-051501,,,,,,171.69399325507,-0.26867055101,1.9488,*,15.204
PG 1144+005,,,,,,176.64678532963,0.20931666446,0.8017,WD*,15.233
MCG+05-29-055,,,,,,184.92206541138,28.78573760303,,GiG,15.23
ESO 505-30,,,,,,184.2379912613099,-26.20928994297,,Sy2,15.24
2MASX J12305667+2851449,,,,,,187.73627678674,28.86261713648,,BiC,15.24
LEDA   41098,,,,,,187.24223933232,12.66173235213,,GiC,15.24
UGC  7688,,,,,,188.13668,8.045781,,LSB,15.24
2MASX J12410876+2932163,,,,,,190.28643858518,29.53803657691,,GiC,15.24
6dFGS gJ125150.8-411111,,,,,,192.96186738583,-41.1862354533,,GiC,15.23
LEDA 2798908,,,,,,192.91733,-41.02289,,GiC,15.21
Z 160-92,,,,,,195.28848217166,27.81833152353,,EmG,15.22
2MASX J13000551+2748272,,,,,,195.0229402923399,27.80761230715,,GiC,15.233
IC 4033,,,,IC 4033,,195.11830877411,27.97241464842,,EmG,15.23
2MASX J12592491+2744198,,,,,,194.85389291623,27.73884723887,,LSB,15.23
LEDA 1849786,,,,,,194.68009960495,28.91005596278,,EmG,15.23
2MASX J12574705+2908584,,,,,,194.44601200841,29.14949776776,,GiC,15.24
ICRF J130533.0-103319,,,,,,196.3875627232,-10.5553973288,,Sy1,15.23
ESO 381-48,,,,,,195.27312,-36.60067,,EmG,15.21
2MASX J13172206+2853460,,,,,,199.34203434736,28.89610697607,,rG,15.23
2MASX J13385341+0045190,,,,,,204.722567,0.755286,,EmG,15.23
NAME IRAS F13458+1540 NE,NAME IRAS F13458+1540 NE,,,,,207.06162348299,15.43050118823,3.1897,G,15.24
6dFGS gJ134208.0-001632,,,,,,205.5334106182899,-0.27544428617,,BiC,15.21
2MASX J14034502+2921441,,,,,,210.93764364066,29.36220022706,,Sy2,15.23
IRAS 19580-1818,,,,,,300.2323,-18.174278,,Sy2,15.21
CSO 1097,,,,,,232.70358247876,29.54657265918,0.4671,*,15.24
6dFGS gJ044924.7-435009,,,,,,72.35290912997,-43.83582249193,,BLL,15.24
2MASX J03445081-4618321,,,,,,56.21175121633,-46.30887692103,,G,15.22
2MASX J03352868-4509487,,,,,,53.86940223043,-45.16345463266,,BiC,15.24
LEDA   74091,,,,,,39.70406815822,-40.64389698483,,Sy1,15.22
Cl* NGC 1948  KWBBE      91,,,,,,81.44610628995,-66.30316162496,0.026,As*,15.23
ESO  56-154,,,,,,83.49701364282,-71.75688505367,0.7143,G,15.201
HW 31,,,,,,13.89058,-74.06225,,Cl*,15.23
OGLE-CL SMC 123,,,,,,15.14321,-72.23867,,Cl*,15.24
HW 10,,,,,,9.12912,-72.98633,,Cl*,15.24
LEDA   94915,,,,,,348.501375,-61.614278,,G,15.24
2MASX J03275206-5326099,,,,,,51.96710009084,-53.43601358361,,GiC,15.24
2dFGRS TGS360Z103,,,,,,2.6606475,-30.0860014,,G,15.23
UCAC2  45451996,,,,,,38.03374842946,39.20686833821,1.9646,*,15.24
UCAC4 428-054576,,,,,,169.55513199634,-4.54959611866,3.0806,*,15.21
ATO J031.9594+42.0310,,,,,,31.9594258004646,42.0310792443631,0.091,LP?,15.257
Mrk  290,,,,,,233.96834625898,57.90264323903,,Sy1,15.27
LEDA  139586,,,,,,172.7698510964,68.86472118674,,Sy1,15.27
UGC  6192,,,,,,167.30166847908,61.39632008205,,AGN,15.29
2MASX J14462501+4349563,,,,,,221.60423307982,43.83242053149,,SBG,15.28
V* V606 Mon,,,,,,100.26682516317,9.81910413671,1.2168,TT*,15.29
UGC  4434,,,,,,127.22634651065,34.65164480247,0.6086,AG?,15.27
ESO 479-30,,,,,,41.01182572739,-26.18634904566,,Sy2,15.29
2MASX J00111611-2850338,,,,,,2.81719156833,-28.84274947437,,GiC,15.29
LEDA  198849,,,,,,11.74245558929,-28.85960014525,,G,15.26
LEDA    3573,,,,,,14.96761638691,-27.68310554819,,EmG,15.27
LEDA    3618,,,,,,15.1878448,-27.4643695,,Sy2,15.28
2dFGRS TGS143Z288,,,,,,12.44173907735,-26.4428961518,,G,15.29
MCG-03-55-009,,,,,,328.51703497186,-16.15686988271,,EmG,15.29
6dFGS gJ215049.1-131624,,,,,,327.70438250486,-13.27322463296,,EmG,15.28
2MASX J21534165-1317395,,,,,,328.423554,-13.294322,,G,15.29
2MASX J23212094-0939099,,,,,,350.33723030437,-9.65286613388,,LIN,15.27
MCG-02-02-035,,,,,,7.72404066345,-9.20783885377,0.3347,Sy2,15.28
2MASX J00562351-0059129,,,,,,14.09812483596,-0.9868847187,,GiC,15.279523
PMN J2241+0453,,,,,,340.39263392048,4.88622368163,0.4856,rG,15.28
Mrk 1400,,,,,,35.05722661622,8.20534231193,0.1725,Sy1,15.27
NAME VDB 0,NAME VDB0,,,,,10.122438,40.604222,,OpC,15.288
UGC  4964,,,,,,140.23583280651,28.88172287426,,AG?,15.25
LEDA  166099,,,,,,138.1221,-24.2411,,G,15.27
Z  34-39,,,,,,140.64501046629,5.14438561406,0.3281,Sy1,15.28
UCAC2  31684370,,,,,,150.71308297463,-0.03114785976,0.0653,Pe*,15.27
ESO 374-25,,,,,,150.84833475519,-37.39582399429,,Sy1,15.29
NGC  3186,,,NGC 3186,,,154.40809785897,6.97114124361,0.3478,Sy1,15.27
2MASX J10403447+0049028,,,,,,160.14368179433,0.81738703632,,LIN,15.27
LEDA   31985,,,,,,160.93821594764,-0.42325922616,,G,15.25
2MASX J10465165-0006305,,,,,,161.71523715794,-0.10854091889,,LIN,15.28
LEDA   32442,,,,,,162.50702897662,-1.867462597,,G,15.27
Mrk   36,,,,,,166.242908,29.137928,,SBG,15.29
UCAC4 450-051815,,,,,,176.14939387766,-0.11548149906,2.6439,V*,15.28
UCAC4 452-050581,,,,,,177.2871577376,0.24273974297,3.1398,V*,15.25
Mrk  646,,,,,,181.45777369499,35.17941756412,0.2053,Sy1,15.28
2MASX J12085094+2922523,,,,,,182.21221573034,29.38120507081,,LIN,15.29
LINEAR 2757192,,,,,,180.4205739074799,-0.13722469225,0.0797,EB*,15.26
UGC  7673,,,,,,187.994039,29.709606,,SBG,15.29
GRDG +12  52,,,,,,187.34798181268,12.45080830472,0.6239,GiC,15.29
Cl* NGC 4590    ALC     121,,,,,,189.8761289737,-26.7758295256,0.0069,RR*,15.28
6dFGS gJ124759.0-411121,,,,,,191.9957602703,-41.18922881769,,GiC,15.25
2MASX J12491862-4120073,,,,,,192.327592,-41.335383,,GiC,15.28
2MASX J13014399+2859587,,,,,,195.43324498239,28.99954909017,,GiG,15.29
LEDA   83751,,,NGC 4911A,,,195.22550404941,27.78373108908,0.4156,GiC,15.27
IC 4030,,,,IC 4030,,195.1165418505999,27.95599470558,,G,15.27
2MASX J13010904+2821352,,,,,,195.28765395055,28.35978546808,,GiC,15.29
2MASX J13020438+2853399,,,,,,195.51842395726,28.89458652736,,GiC,15.29
2MASX J13483190+2849303,,,,,,207.13286068009,28.82504120262,,LIN,15.27
2MASX J13583796+2851571,,,,,,209.65821789385,28.86588044361,,LIN,15.26
Z 162-48,,,,,,210.24670386178,29.56239886818,1.2098,SBG,15.28
MCG+05-34-011,,,,,,214.476133,29.23095,,SBG,15.29
Mrk  813,,,,,,216.85437265967,19.83118576026,0.0984,Sy1,15.27
Z  47-107,,,,,,218.7109510260399,3.6451446585,,Sy1,15.28
2MASS J15063426+0133317,,,,,,226.64281124158,1.55881430465,,GiG,15.27
2MASX J03295379-5235031,,,,,,52.47422310652,-52.58423703216,,GiC,15.25
IRAS 05537-6653,,,,,,88.42697515476,-66.87864136405,0.1353,G,15.273
LEDA    7543,,,,,,29.91700036679,-50.68895413678,,AG?,15.28
2MASX J00415899-6103399,,,,,,10.49593962457,-61.06115093162,,G,15.29
LEDA   87392,,,,,,9.81597484773,-51.28374490047,,Sy1,15.28
HW 47,,,,,,16.02238,-74.61836,,Cl*,15.25
OGLE-CL SMC 21,,,,,,10.92608,-72.97797,,Cl*,15.29
RBS  1764,,,,,,324.21969173603,-64.63438861457,,Sy1,15.26
ESO 234-4,,,,,,305.1842,-49.125,,G,15.27
2MASX J00041070-2844405,,,,,,1.04465743464,-28.74452700179,,G,15.27
2MASX J00062121-3006159,,,,,,1.58843913499,-30.10440620588,0.4844,G,15.25
CTLGD 4036,,,,,,0.70485518298,-30.43504670417,,G,15.29
2dFGRS TGS277Z055,,,,,,0.87560055167,-28.25846633184,,G,15.25
2dFGRS TGS357Z279,,,,,,359.216185,-31.3115569,,G,15.26
CTLGD 6227,,,,,,1.47092466918,-30.01262893227,,*,15.28
LEDA  724925,,,,,,359.69888512314,-29.80703807925,,G,15.27
2dFGRS TGS360Z189,,,,,,2.45657056502,-30.81651099336,,G,15.26
MCG-02-08-038,,,,,,45.01799513247,-10.82461076825,0.1487,Sy1,15.27
LEDA 3704836,,,,,,88.31820584275,-69.71574358466,,EmG,15.299
[LNG2009] egs-0635,,,,,,214.72354100423,52.83992494165,2.0736,*,15.29
LEDA 1373744,,,,,,131.82456140557,10.04272870735,,AG?,15.25
LINEAR 9488722,,,,,,202.51651462746,60.85129756791,0.099,RR*,15.27
UCAC4 450-050936,,,,,,167.0851004553,-0.15219485643,3.171,PM*,15.27
UCAC4 450-051819,,,,,,176.17181780829,-0.00623998508,4.2963,PM*,15.25
2MASX J06485858+1659338,,,,,,102.24417792213,16.99275759859,,G,15.29
IRAS 04557-6639,,,,,,73.9604265989,-66.57581579498,,Y*O,15.275
NAME Andromeda V,NAME Andromeda V,,,,,17.5713,47.6281,,G,15.3
GPM  49.767869+41.232968,,,,,,49.76794954235,41.23283155728,,AG?,15.3
RNO  22,,,,,,59.18,53.9,,ISM,15.3
Mrk  174,,,,,,172.82541719678,56.13680729598,,GiC,15.338095
PG 0948+534,,,,,,147.85807781219,53.15853408074,3.1772,RS*,15.32
ATO J134.7620+48.7692,,,,,,134.76207464087,48.76926232369,,Sy1,15.31
2MASX J13374334+4517430,,,,,,204.43060439765,45.29527087478,0.0149,Sy1,15.34
LEDA   74808,,,,,,54.580271,-35.129094,,EmG,15.34
UGC  2954,,,,,,61.376567,4.445372,,GiP,15.34
LEDA 3095695,,,,,,70.34388984011,-27.1387028974,0.0032,Sy1,15.32
V* V808 Ori,,,,,,83.94217449578,-5.18105656732,2.7766,TT*,15.318
V* V842 Ori,,,,,,84.15135563724,-5.6094765557,2.6173,Or*,15.34
V* V602 Mon,,,,,,100.2477153,9.9959289,,TT*,15.34
Z 150-19,,,,,,130.68931751477,29.39991920248,,AGN,15.32
ESO 294-10,,,,,,6.63905,-41.8553,,AG?,15.3
ESO 404-29,,,,,,331.93759656224,-32.58377334301,0.0424,Sy1,15.32
LEDA    3745,,,,,,15.71724341794,-27.6311661903,,G,15.32
2dFGRS TGS143Z307,,,,,,12.34620211648,-26.50763233794,,G,15.32
LEDA   89344,,,,,,346.9080973202,-22.71826796938,0.0402,Sy2,15.3
ESO 545-13,,,,,,36.169229,-19.142031,,Sy1,15.33
ESO 538-25,,,,,,2.72598887632,-21.06741502163,,Sy2,15.3
Mrk 1149,,,,,,14.05166096746,-14.27558445138,,Sy2,15.32
MCG-03-04-046,,,,,,19.853938,-15.700217,,Sy2,15.3
[VV2006] J210001.3-071135,,,,,,315.00516949254,-7.19342163504,0.0628,QSO,15.33
6dFGS gJ004210.8-084204,,,,,,10.54508,-8.70129,,GiC,15.3
2MFGC 475,,,,,,9.95166980284,-9.14292866677,,Sy2,15.3
2MASX J00450258-0948288,,,,,,11.26061441142,-9.80809596482,,GiC,15.32
MCG-01-06-037,,,,,,31.024633,-8.125131,,Sy2,15.32
2MASX J02023952-0409020,,,,,,30.66453495753,-4.15051380043,,EmG,15.32
LEDA  193199,,,,,,339.0619591988499,1.41274599572,,GiC,15.307203
LEDA  193208,,,,,,339.07142284087,1.21056996365,,G,15.338707
VV  476a,,,,,,316.92222214511,3.87166202029,,Sy1,15.3
2MASX J00090793+1427558,,,,,,2.28290294493,14.46551684086,2.0177,Sy2,15.31
Bol  88,,,,,,10.58775618001,41.53726499771,,GlC,15.34
Bol 179,,,,,,10.87961217783,41.30405894851,,GlC,15.316
AP J00433666+4108122,,,,,,10.90276797807,41.13669421427,0.9607,GlC,15.314
BA 3-1,,,,,,11.11288,41.4805,,GlC,15.34
AP J00425080+4117074,,,,,,10.71166382277,41.28537398726,1.2369,GlC,15.342
UGC  4983,,,,,,140.724671,29.329089,,G,15.32
2MASX J09522776+0141209,,,,,,148.11580131995,1.68927784601,,Sy1,15.33
2MASS J10332490-0002268,,,,,,158.35383582873,-0.0407934179,0.3809,Pe*,15.3
LEDA   31902,,,,,,160.59467018007,1.12636294481,,G,15.32
LEDA   32105,,,,,,161.34935047567,-1.26211745417,,SyG,15.34
LEDA 1870771,,,,,,165.61919301315,29.57709336705,,G,15.31
UCAC4 450-050979,,,,,,167.52422724545,-0.03016416584,2.8783,V*,15.34
2MASX J11170186+2905569,,,,,,169.25778565271,29.09908963253,,G,15.33
UCAC4 451-051850,,,,,,171.50438692563,0.0535827707,1.9419,*,15.321
Mrk  738,,,,,,173.98797997975,28.19674572196,0.0766,AGN,15.3
UCAC4 452-050297,,,,,,174.14628765962,0.27454148016,3.3178,PM*,15.314
UCAC4 450-051397,,,,,,171.83188499949,-0.17772403457,2.521,*,15.347
UCAC4 451-052372,,,,,,176.87068731445,0.04279287171,1.9016,*,15.303
UCAC4 562-050676,,,,,,177.3972494427,22.39376562826,0.848,*,15.32
7C 121146.50+294816.00,,,,,,183.57422611343,29.52866107192,,Sy1,15.33
2MASX J12141820+2931464,,,,,,183.57605471603,29.52963812194,,Sy2,15.33
Mrk  771,,,,,,188.0150932125,20.15819328726,0.0464,Sy1,15.3
IC 3492,,,,IC 3492,,188.332383,12.853547,,GiC,15.3
ESO 380-37,,,,,,187.761504,-37.511192,,AG?,15.33
HE 1247+0008,,,,,,192.41268453276,-0.12866163924,0.1209,HB*,15.3
2MASX J12532896-1531597,,,,,,193.37070872478,-15.53336442195,,GiC,15.319423
LEDA   43519,,,,,,192.7888161804999,-41.32013420798,,Sy2,15.31
2MASX J12595511+2807422,,,,,,194.97957632954,28.12835018877,,GiC,15.33
2MASX J13000654+2927452,,,,,,195.02732927023,29.46266301419,,GiC,15.31
2MASX J12585341+2807339,,,,,,194.7226895178299,28.12607288017,,GiC,15.34
2MASX J12592265+2753488,,,,,,194.84424989072,27.89687078928,,GiC,15.33
2MASX J12592016+2753098,,,,,,194.834049763,27.88598737124,,GiC,15.34
IC 3968,,,,IC 3968,,194.85620569633,27.97320929685,,EmG,15.32
2MASX J12585077+2805019,,,,,,194.7115428249699,28.0840196304,,GiC,15.34
Z  17-42,,,,,,204.4221592075799,-1.67541008315,,Sy2,15.3
ESO 444-76,,,,,,203.95707138991,-30.38224633931,,EmG,15.3
ESO 444-89,,,,,,204.60543374791,-31.26287802895,1.3077,Sy2,15.34
ESO 383-18,,,,,,203.35875785529,-34.01480865635,,Sy2,15.32
2MASX J13425000+2945459,,,,,,205.70816244112,29.76290820385,,Sy1,15.32
4C 26.41,,,,,,205.4602172381,26.37024939034,,rG,15.3
LEDA   48606,,,,,,205.8309581799,1.32236339033,,G,15.31
2MASX J13561124+2859325,,,,,,209.04690568954,28.99225794303,,Sy2,15.3
Ton  182,,,,,,211.31757444789,25.92614376133,,Sy1,15.34
LEDA   50427,,,,,,212.0282565829,-30.39832197356,0.0989,Sy1,15.3
SDSS J142459.91+291706.6,,,,,,216.24964686698,29.28517143857,,EmG,15.34
2MASX J14174665+2902415,,,,,,214.444467941,29.04478243212,,SBG,15.33
MCG+06-32-051,,,,,,217.602021,32.93805,,SBG,15.31
LINEAR 11681432,,,,,,217.55501709446,0.15115071094,0.0609,RR*,15.33
Z 164-19,,,,,,221.40352687064,27.03487957937,0.1835,Sy2,15.3
UGC  9618 S,,,,,,224.25133562948,24.60670509361,0.7492,GiP,15.3
PN H  1-33,,,,,,266.955901066662,-34.1347574114658,,PN,15.3
PN Th  3-18,,,,,,262.11220555876,-28.64295487989,0.1519,Sy*,15.3
LEDA   97536,,,,,,247.63606689361,39.38419536454,,Sy2,15.3
2MASS J03001185-3621228,,,,,,45.04938329648,-36.3563241127,0.0876,G,15.3
2MASS J08501337-4141099,,,,,,132.55573436942,-41.68610759219,1.2265,LP?,15.3
ESO-HA    8,,,,,,128.36724609076,-42.90762718614,3.0195,Em*,15.3
2MASX J03471828-4454187,,,,,,56.82608101069,-44.90519407211,,G,15.34
2MASS J05362127-5144079,,,,,,84.08864936963,-51.73555895174,,Sy1,15.33
ESO 209-12,,,,,,120.49155223099,-49.77844311473,0.098,Sy1,15.3
GH  8-8,,,,,,79.308,-63.94,,G,15.3
GH  8-9,,,,,,79.367,-64.175,,G,15.3
GH  8-5,,,,,,78.35,-64.088,,G,15.3
GH  8-2,,,,,,77.708,-63.787,,G,15.3
GH  8-4,,,,,,77.75,-63.828,,G,15.3
6dFGS gJ032412.0-575012,,,,,,51.049837,-57.836558,,Sy2,15.3
2MASX J06291339-6630029,,,,,,97.305475285,-66.5009452187,,Sy2,15.3
GH  7-2,,,,,,78.183,-65.738,,G,15.3
GH  7-3,,,,,,78.233,-65.138,,G,15.3
GH  7-25,,,,,,78.917,-65.207,,G,15.3
GH  7-23,,,,,,78.896,-65.198,,G,15.3
GH  3-3,,,,,,75.271,-65.615,,G,15.3
GH  5-2,,,,,,75.929,-64.583,,G,15.3
GH  5-5,,,,,,76.008,-64.95,,G,15.3
GH  5-12,,,,,,76.87,-64.7,,G,15.3
FRL  721,,,,,,32.05886369889,-50.85845937614,,G,15.31
GSD  15,,,,,,30.112,-49.473,,G,15.3
2MASX J02084900-5000098,,,,,,32.20428688943,-50.00279193257,,G,15.3
GH  6-1,,,,,,77.779,-68.92,,G,15.3
2MASX J05501725-7114218,,,,,,87.57221786664,-71.23940158795,,G,15.311
GH  9-3,,,,,,88.704,-71.063,,G,15.3
GH  2-5,,,,,,75.342,-74.248,,G,15.3
2MASX J04281403-7215437,,,,,,67.058463,-72.262161,,G,15.3
GH  1-5,,,,,,67.796,-72.063,,G,15.3
GH  1-10,,,,,,68.362,-72.665,,G,15.3
Bruck 151,,,,,,18.47825,-71.75711,,As*,15.31
LHA 115-N  75,,,,,,15.6192,-71.9428,,Em*,15.3
DEM S  65,,,,,,12.9929,-72.2753,,Em*,15.3
ESO 235-10,,,,,,313.24783381884,-51.86543970934,,Sy2,15.3
[DQ90] 12,,,,,,193.7205,-12.7631,,GiG,15.3
LEDA  954978,,,,,,193.34042452387,-12.29049139282,,AG?,15.3
NAME Segue 1,NAME Segue 1,,,,,151.7633,16.0736,,G,15.3
2MASX J00035550-2849155,,,,,,0.98124442948,-28.82107999997,,G,15.33
2MASX J00023941-3114331,,,,,,0.66413004863,-31.24243086839,,G,15.3
2MASX J00075454-3014403,,,,,,1.9771695204,-30.24456414382,,G,15.3
2MASS J00520585-2839287,,,,,,13.02439016368,-28.65804434648,1.9163,G,15.341
LEDA 3702335,,,,,,85.162308,-70.753303,,Sy2,15.3
IRAS 05232-7111,,,,,,80.62160611749,-71.13748112957,0.0081,G,15.307
2MASS J21374145+0053170,,,,,,324.42269828289,0.8880547805,0.4654,Sy1,15.31
2MASX J10081910+3729039,,,,,,152.07964543328,37.48430021876,,Sy1,15.33
LEDA  177823,,,,,,71.310708,-71.014342,,AG?,15.343
UCAC4 443-055379,,,,,,176.8628255855963,-1.4591198788531,3.74,*,15.315
IC 1747,,,,IC 1747,,29.39870800127,63.32179092466,0.262,PN,15.4
2MASX J19271951+6533539,,,,,,291.83141377682,65.56509329928,0.1955,Sy1,15.4
LEDA 2676560,,,,,,79.3967,65.3369,,G,15.4
ICRF J184208.9+794617,,,,,,280.53746040653,79.77142439864,,Sy1,15.38
3C 351.0,,,,,,256.17239267035,60.7418112825,,Sy1,15.4
BIG 222a,,,,,,121.12304,65.00553,,G,15.4
2MASX J15123098+6553245,,,,,,228.129104,65.890144,,G,15.4
2MASX J12332015+6923383,,,,,,188.3317,69.3939,,G,15.4
2MASX J16055812+4403197,,,,,,241.49215424484,44.05543282543,0.5018,Sy1,15.38
UGC  9151,,,,,,214.31982717,58.70955064,,LSB,15.35
2MASX J11312048+5550425,,,,,,172.83577723382,55.84519844792,,GiC,15.355127
GOODS J033240.28-274224.2,,,,,,53.16771510674,-27.70669138584,2.6263,*,15.375
IC  355,,,,IC 355,,58.44269825979,19.97390707105,0.1525,Sy1,15.4
6dFGS gJ044830.6-203048,,,,,,72.12753028044,-20.51323627823,,GiC,15.38
LEDA   75249,,,,,,73.1253379,-29.8931183,,Sy1,15.35
V* V1459 Ori,,,,,,83.71914138867,-5.40104638166,2.3944,Or*,15.351
V* V1458 Ori,,,,,,83.71738057095,-5.37552141145,2.8167,Or*,15.387
V* V1680 Ori,,,,,,83.61699340558,-6.27031312646,2.5943,Or*,15.371
IC 5289,,,,IC 5289,,347.821958,-32.451881,,Sy2,15.4
2MASX J00111885-2850238,,,,,,2.8286245662,-28.84005645431,,GiC,15.38
2dFGRS TGS289Z253,,,,,,12.02944600306,-29.30783742851,,G,15.39
LEDA    3702,,,,,,15.5454905979,-28.41639389038,,G,15.361
2MASX J01001242-2932256,,,,,,15.05174684581,-29.54036894499,,G,15.36
LEDA  198903,,,,,,15.20928372088,-28.17195960814,,G,15.39
LEDA    3580,,,,,,15.00374751614,-27.4121142485,,EmG,15.39
2MASX J01034942-2927085,,,,,,15.95579564973,-29.45247164,,G,15.4
2MASS J01291097-2141569,,,,,,22.2945079,-21.6991664,,Sy2,15.4
ESO 543-11,,,,,,25.06488408882,-22.24576495036,0.0867,Sy1,15.4
ESO 540-31,,,,,,12.4554,-21.0161,,G,15.36
2MASX J00233937-1753536,,,,,,5.91407414685,-17.8983613637,,BLL,15.4
MCG-03-02-027,,,,,,9.57676612419,-14.8488542643,,Sy2,15.4
2MASX J21572341-0758143,,,,,,329.34753698428,-7.970553414,,LIN,15.389352
2MASX J00391381-0823399,,,,,,9.80740089824,-8.394284249,,GiC,15.38
2MASX J00401865-0852567,,,,,,10.07784987235,-8.88252414016,,GiC,15.36
LEDA   93280,,,,,,10.71579583961,-9.62996637883,,Sy2,15.4
2MASX J00431162-0938163,,,,,,10.79835178862,-9.63778444045,,Sy1,15.37
Z 381-51,,,,,,357.17380055049,2.23975391139,,AGN,15.4
2MASX J01145959+0015330,,,,,,18.74840665117,0.25920129235,,GiC,15.4
LEDA    4541,,,,,,18.87993457263,0.29924379763,,GiC,15.4
2MASX J01144693+0031290,,,,,,18.6956035713,0.5246899238,,LIN,15.4
